CVEGEO,Estatus,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,AMBITO,LATITUD,LONGITUD,LAT_DECIMAL,LON_DECIMAL,ALTITUD,CVE_CARTA,POB_TOTAL,POB_MASCULINA,POB_FEMENINA,TOTAL DE VIVIENDAS HABITADAS
"130010001","","13","Hidalgo","Hgo.","001","Acatlán","0001","Acatlán","U","20°08´45.251"N","098°26´18.139"W","20.14590300","-98.43837200","2134","F14D82","439","210","229","130"
"130010002","","13","Hidalgo","Hgo.","001","Acatlán","0002","Agustín Olvera Sección I [Colonia]","R","20°07´47.527"N","098°25´34.960"W","20.12986800","-98.42637700","2139","F14D82","405","186","219","111"
"130010003","","13","Hidalgo","Hgo.","001","Acatlán","0003","Alcholoya (El Salto de Alcholoya)","R","20°13´31.538"N","098°27´11.085"W","20.22542700","-98.45307900","2080","F14D82","867","431","436","246"
"130010004","","13","Hidalgo","Hgo.","001","Acatlán","0004","Almoloya","R","20°09´07.051"N","098°26´57.699"W","20.15195900","-98.44936100","2171","F14D82","1499","738","761","410"
"130010005","","13","Hidalgo","Hgo.","001","Acatlán","0005","Los Arcos","R","20°10´34.278"N","098°26´53.749"W","20.17618800","-98.44826300","2122","F14D82","692","339","353","177"
"130010006","","13","Hidalgo","Hgo.","001","Acatlán","0006","Benito Juárez [Colonia]","R","20°08´21.856"N","098°26´57.863"W","20.13940400","-98.44940600","2158","F14D82","754","370","384","201"
"130010007","","13","Hidalgo","Hgo.","001","Acatlán","0007","Buena Vista","R","20°19´32.855"N","098°27´22.359"W","20.32579200","-98.45621100","2208","F14D72","252","114","138","69"
"130010008","","13","Hidalgo","Hgo.","001","Acatlán","0008","Chauténco","R","20°07´46.712"N","098°26´56.171"W","20.12964200","-98.44893600","2176","F14D82","1011","492","519","264"
"130010010","","13","Hidalgo","Hgo.","001","Acatlán","0010","Encinillos","R","20°11´52.235"N","098°26´01.801"W","20.19784300","-98.43383300","2127","F14D82","751","338","413","202"
"130010011","","13","Hidalgo","Hgo.","001","Acatlán","0011","Hueyotlipa","R","20°16´54.219"N","098°25´46.212"W","20.28172700","-98.42950300","2136","F14D72","193","94","99","54"
"130010012","","13","Hidalgo","Hgo.","001","Acatlán","0012","El Huizache y la Paloma","R","20°13´23.093"N","098°28´21.401"W","20.22308100","-98.47261100","2100","F14D82","341","159","182","91"
"130010013","","13","Hidalgo","Hgo.","001","Acatlán","0013","Loma Larga","R","20°16´12.204"N","098°28´46.021"W","20.27005600","-98.47945000","1980","F14D72","240","117","123","71"
"130010015","","13","Hidalgo","Hgo.","001","Acatlán","0015","Metepec Primero","R","20°08´29.057"N","098°26´07.587"W","20.14140400","-98.43544100","2140","F14D82","1215","568","647","337"
"130010016","","13","Hidalgo","Hgo.","001","Acatlán","0016","El Milagro San Simón","R","20°11´48.643"N","098°27´38.515"W","20.19684500","-98.46069900","2114","F14D82","258","126","132","65"
"130010017","","13","Hidalgo","Hgo.","001","Acatlán","0017","Mixquiapan","R","20°08´32.379"N","098°28´57.293"W","20.14232700","-98.48258100","2400","F14D82","682","312","370","156"
"130010018","","13","Hidalgo","Hgo.","001","Acatlán","0018","La Peñuela","R","20°15´53.268"N","098°26´40.409"W","20.26479700","-98.44455800","2119","F14D72","139","73","66","36"
"130010019","","13","Hidalgo","Hgo.","001","Acatlán","0019","San Antonio la Palma","R","20°15´08.460"N","098°25´06.360"W","20.25235000","-98.41843300","2135","F14D72","151","69","82","44"
"130010020","","13","Hidalgo","Hgo.","001","Acatlán","0020","San Bartolo (El Llano)","R","20°15´15.185"N","098°27´32.926"W","20.25421800","-98.45914600","2136","F14D72","784","392","392","196"
"130010021","","13","Hidalgo","Hgo.","001","Acatlán","0021","San Dionisio","R","20°07´34.362"N","098°27´53.522"W","20.12621100","-98.46486700","2227","F14D82","1240","575","665","308"
"130010022","","13","Hidalgo","Hgo.","001","Acatlán","0022","San Pablo","R","20°17´49.991"N","098°28´35.289"W","20.29721900","-98.47646900","1679","F14D72","213","102","111","49"
"130010023","","13","Hidalgo","Hgo.","001","Acatlán","0023","Totoapa el Grande","R","20°11´21.288"N","098°26´46.994"W","20.18924600","-98.44638700","2100","F14D82","306","135","171","91"
"130010024","","13","Hidalgo","Hgo.","001","Acatlán","0024","Totoapita Canutillo","R","20°11´10.911"N","098°24´41.531"W","20.18636400","-98.41153600","2120","F14D82","215","100","115","57"
"130010025","","13","Hidalgo","Hgo.","001","Acatlán","0025","Totoapita la Herradura","R","20°10´55.680"N","098°26´06.029"W","20.18213300","-98.43500800","2102","F14D82","110","49","61","28"
"130010026","","13","Hidalgo","Hgo.","001","Acatlán","0026","La Unión","R","20°13´53.942"N","098°24´52.854"W","20.23165000","-98.41468200","2133","F14D82","324","155","169","73"
"130010027","","13","Hidalgo","Hgo.","001","Acatlán","0027","28 de Mayo (Santa Rosa) [Colonia]","R","20°10´02.596"N","098°23´18.296"W","20.16738700","-98.38841500","2133","F14D82","2214","1083","1131","584"
"130010028","","13","Hidalgo","Hgo.","001","Acatlán","0028","El Veladero","R","20°15´11.546"N","098°25´16.409"W","20.25320700","-98.42122400","2140","F14D72","216","109","107","62"
"130010029","","13","Hidalgo","Hgo.","001","Acatlán","0029","Vicente Guerrero","R","20°12´13.514"N","098°23´35.741"W","20.20375400","-98.39326100","2142","F14D82","742","343","399","178"
"130010030","","13","Hidalgo","Hgo.","001","Acatlán","0030","Las Palmas","R","20°08´16.402"N","098°23´51.058"W","20.13788900","-98.39751600","2132","F14D82","329","156","173","87"
"130010031","","13","Hidalgo","Hgo.","001","Acatlán","0031","Metepec Segundo","R","20°09´05.175"N","098°25´41.916"W","20.15143800","-98.42830900","2125","F14D82","1206","591","615","308"
"130010032","","13","Hidalgo","Hgo.","001","Acatlán","0032","Barrio el Yolo","R","20°18´34.080"N","098°24´09.780"W","20.30946700","-98.40271700","2161","F14D72","167","83","84","42"
"130010033","","13","Hidalgo","Hgo.","001","Acatlán","0033","El Chilar (La Barranca)","R","20°17´33.000"N","098°28´22.000"W","20.29250000","-98.47277700","1691","F14D72","100","46","54","29"
"130010034","","13","Hidalgo","Hgo.","001","Acatlán","0034","El Fortín","R","20°13´39.051"N","098°25´49.031"W","20.22751400","-98.43028600","2139","F14D82","0","0","0","0"
"130010036","","13","Hidalgo","Hgo.","001","Acatlán","0036","Lagunicatlán","R","20°04´46.469"N","098°28´23.060"W","20.07957400","-98.47307200","2453","F14D82","414","200","214","106"
"130010038","","13","Hidalgo","Hgo.","001","Acatlán","0038","Loma Chica","R","20°06´49.037"N","098°27´46.532"W","20.11362100","-98.46292600","2370","F14D82","120","57","63","33"
"130010039","","13","Hidalgo","Hgo.","001","Acatlán","0039","La Palma","R","20°18´23.109"N","098°29´33.181"W","20.30641900","-98.49255000","2146","F14D72","26","14","12","8"
"130010040","","13","Hidalgo","Hgo.","001","Acatlán","0040","Hacienda el Lucero","R","20°09´49.982"N","098°26´05.405"W","20.16388400","-98.43483400","2115","F14D82","10","7","3","4"
"130010041","","13","Hidalgo","Hgo.","001","Acatlán","0041","Los Migueles","R","20°09´39.670"N","098°23´59.312"W","20.16101900","-98.39980900","2126","F14D82","595","288","307","155"
"130010042","","13","Hidalgo","Hgo.","001","Acatlán","0042","Piedra Larga","R","20°17´21.780"N","098°26´40.333"W","20.28938300","-98.44453700","2132","F14D72","55","26","29","16"
"130010043","","13","Hidalgo","Hgo.","001","Acatlán","0043","El Sabino (La Barranca)","R","20°17´20.040"N","098°27´50.920"W","20.28890000","-98.46414400","1896","F14D72","232","127","105","63"
"130010047","","13","Hidalgo","Hgo.","001","Acatlán","0047","La Calera (Los Baños)","R","20°17´26.806"N","098°27´26.624"W","20.29077900","-98.45739600","1852","F14D72","221","116","105","61"
"130010048","","13","Hidalgo","Hgo.","001","Acatlán","0048","La Chamusquina","R","20°17´26.525"N","098°29´14.819"W","20.29070100","-98.48744900","1805","F14D72","92","47","45","23"
"130010049","","13","Hidalgo","Hgo.","001","Acatlán","0049","La Luz","R","20°19´28.950"N","098°28´40.468"W","20.32470800","-98.47790700","2219","F14D72","44","19","25","11"
"130010050","","13","Hidalgo","Hgo.","001","Acatlán","0050","Majadillas (La Venta)","R","20°15´04.609"N","098°24´19.192"W","20.25128000","-98.40533100","2145","F14D72","66","28","38","18"
"130010051","","13","Hidalgo","Hgo.","001","Acatlán","0051","El Transformador","R","20°10´26.652"N","098°25´35.990"W","20.17406900","-98.42666300","2120","F14D82","483","239","244","122"
"130010052","","13","Hidalgo","Hgo.","001","Acatlán","0052","Zupitlán (Los Pocitos)","R","20°08´49.074"N","098°23´57.676"W","20.14696500","-98.39935400","2130","F14D82","205","102","103","57"
"130010053","","13","Hidalgo","Hgo.","001","Acatlán","0053","Cerro de Aguatepec","R","20°10´45.559"N","098°28´57.749"W","20.17932100","-98.48270700","2200","F14D82","10","*","*","2"
"130010055","","13","Hidalgo","Hgo.","001","Acatlán","0055","Echeverría [Colonia]","R","20°09´22.800"N","098°28´01.530"W","20.15633300","-98.46709100","2270","F14D82","273","130","143","74"
"130010056","","13","Hidalgo","Hgo.","001","Acatlán","0056","Rancho Alicia","R","20°07´09.000"N","098°25´48.000"W","20.11916600","-98.42999900","2156","F14D82","0","0","0","0"
"130010057","","13","Hidalgo","Hgo.","001","Acatlán","0057","El Rosario","R","20°14´01.254"N","098°26´33.219"W","20.23368100","-98.44256100","2120","F14D82","0","0","0","0"
"130010058","","13","Hidalgo","Hgo.","001","Acatlán","0058","Rancho Guadalupe","R","20°12´54.157"N","098°25´14.492"W","20.21504400","-98.42069200","2140","F14D82","4","*","*","1"
"130010059","","13","Hidalgo","Hgo.","001","Acatlán","0059","Ampliación Hueyotlipa","R","20°15´54.000"N","098°24´34.000"W","20.26500000","-98.40944400","2148","F14D72","10","*","*","2"
"130010061","","13","Hidalgo","Hgo.","001","Acatlán","0061","El Cerrito","R","20°11´20.444"N","098°27´50.602"W","20.18901200","-98.46405600","2157","F14D82","218","107","111","53"
"130010062","","13","Hidalgo","Hgo.","001","Acatlán","0062","El Potrero","R","20°16´49.976"N","098°27´18.114"W","20.28054800","-98.45503200","2107","F14D72","115","57","58","29"
"130010064","","13","Hidalgo","Hgo.","001","Acatlán","0064","Ernesto Zedillo [Colonia]","R","20°09´41.313"N","098°27´27.717"W","20.16147600","-98.45769900","2218","F14D82","121","59","62","34"
"130010065","","13","Hidalgo","Hgo.","001","Acatlán","0065","San Bartolo (La Barranca)","R","20°15´21.717"N","098°27´57.530"W","20.25603300","-98.46598100","1984","F14D72","3","*","*","2"
"130010066","","13","Hidalgo","Hgo.","001","Acatlán","0066","Agustín Olvera Sección II [Colonia]","R","20°07´29.065"N","098°26´33.044"W","20.12474000","-98.44251200","2175","F14D82","743","345","398","201"
"130010067","","13","Hidalgo","Hgo.","001","Acatlán","0067","Los Cármenes","R","20°09´59.983"N","098°24´52.856"W","20.16666200","-98.41468200","2123","F14D82","54","29","25","13"
"130010068","","13","Hidalgo","Hgo.","001","Acatlán","0068","Los Álamos","R","20°09´02.030"N","098°28´43.591"W","20.15056400","-98.47877500","2341","F14D82","99","42","57","26"
"130010069","","13","Hidalgo","Hgo.","001","Acatlán","0069","La Era","R","20°17´37.562"N","098°29´38.620"W","20.29376700","-98.49406100","1879","F14D72","-","-","-","-"
"130020001","","13","Hidalgo","Hgo.","002","Acaxochitlán","0001","Acaxochitlán","U","20°09´31.296"N","098°12´11.679"W","20.15869300","-98.20324400","2256","F14D83","3908","1878","2030","999"
"130020002","","13","Hidalgo","Hgo.","002","Acaxochitlán","0002","Apapaxtla el Grande (Altamira)","R","20°06´24.290"N","098°08´58.761"W","20.10674700","-98.14965600","2206","F14D83","530","270","260","136"
"130020003","","13","Hidalgo","Hgo.","002","Acaxochitlán","0003","La Bóveda","R","20°07´29.966"N","098°07´40.247"W","20.12499000","-98.12784600","2158","F14D83","1402","675","727","338"
"130020004","","13","Hidalgo","Hgo.","002","Acaxochitlán","0004","Cuaunepantla","R","20°09´46.337"N","098°13´33.140"W","20.16287100","-98.22587200","2308","F14D83","935","451","484","221"
"130020005","","13","Hidalgo","Hgo.","002","Acaxochitlán","0005","La Mesa","R","20°05´25.241"N","098°13´27.950"W","20.09034400","-98.22443000","2363","F14D83","1189","605","584","268"
"130020006","","13","Hidalgo","Hgo.","002","Acaxochitlán","0006","Ojo de Agua de las Palomas","R","20°05´25.317"N","098°11´41.840"W","20.09036600","-98.19495500","2545","F14D83","239","119","120","56"
"130020007","","13","Hidalgo","Hgo.","002","Acaxochitlán","0007","Los Reyes","U","20°09´19.212"N","098°09´51.015"W","20.15533700","-98.16417100","2260","F14D83","3997","1898","2099","868"
"130020008","","13","Hidalgo","Hgo.","002","Acaxochitlán","0008","San Francisco Atotonilco","R","20°11´41.966"N","098°09´05.912"W","20.19499000","-98.15164200","1780","F14D83","1748","801","947","294"
"130020009","","13","Hidalgo","Hgo.","002","Acaxochitlán","0009","San Juan","R","20°11´38.625"N","098°08´25.008"W","20.19406200","-98.14028000","1659","F14D83","214","95","119","52"
"130020010","","13","Hidalgo","Hgo.","002","Acaxochitlán","0010","San Mateo","R","20°10´56.544"N","098°14´48.595"W","20.18237300","-98.24683200","2284","F14D83","2691","1261","1430","654"
"130020011","","13","Hidalgo","Hgo.","002","Acaxochitlán","0011","San Miguel del Resgate","R","20°13´43.320"N","098°10´30.930"W","20.22869900","-98.17525800","2125","F14D83","680","317","363","169"
"130020012","","13","Hidalgo","Hgo.","002","Acaxochitlán","0012","San Pedro Tlachichilco","R","20°09´38.056"N","098°15´47.041"W","20.16057100","-98.26306700","2181","F14D83","2318","1096","1222","567"
"130020013","","13","Hidalgo","Hgo.","002","Acaxochitlán","0013","Santa Ana Tzacuala","U","20°11´48.471"N","098°12´11.270"W","20.19679700","-98.20313100","2210","F14D83","4050","1800","2250","846"
"130020014","","13","Hidalgo","Hgo.","002","Acaxochitlán","0014","Santa Catarina","R","20°15´06.858"N","098°10´48.804"W","20.25190500","-98.18022300","1692","F14D73","493","238","255","118"
"130020015","","13","Hidalgo","Hgo.","002","Acaxochitlán","0015","Techachalco","R","20°09´47.385"N","098°12´52.129"W","20.16316300","-98.21448000","2296","F14D83","352","175","177","84"
"130020016","","13","Hidalgo","Hgo.","002","Acaxochitlán","0016","Tepepa (Santiago Tepepa)","U","20°07´32.873"N","098°10´43.495"W","20.12579700","-98.17874800","2288","F14D83","5113","2419","2694","1061"
"130020017","","13","Hidalgo","Hgo.","002","Acaxochitlán","0017","Tlacpac","R","20°08´56.743"N","098°12´59.957"W","20.14909500","-98.21665500","2294","F14D83","1389","627","762","316"
"130020018","","13","Hidalgo","Hgo.","002","Acaxochitlán","0018","Tlaltegco (Venta Quemada)","R","20°08´50.609"N","098°11´29.169"W","20.14739100","-98.19143600","2249","F14D83","820","397","423","202"
"130020020","","13","Hidalgo","Hgo.","002","Acaxochitlán","0020","Ejido Tlatzintla","R","20°08´46.088"N","098°07´32.126"W","20.14613500","-98.12559000","2114","F14D83","183","87","96","49"
"130020021","","13","Hidalgo","Hgo.","002","Acaxochitlán","0021","Tlamimilolpa","R","20°07´57.020"N","098°12´40.855"W","20.13250500","-98.21134900","2287","F14D83","1459","696","763","377"
"130020024","","13","Hidalgo","Hgo.","002","Acaxochitlán","0024","Toxtla","R","20°14´20.623"N","098°10´04.559"W","20.23906200","-98.16793200","1840","F14D83","222","109","113","50"
"130020025","","13","Hidalgo","Hgo.","002","Acaxochitlán","0025","Yemila","R","20°10´30.652"N","098°13´40.480"W","20.17518000","-98.22791000","2352","F14D83","371","182","189","87"
"130020026","","13","Hidalgo","Hgo.","002","Acaxochitlán","0026","Zacacuautla","R","20°12´54.999"N","098°13´44.366"W","20.21527800","-98.22899000","2195","F14D83","2113","970","1143","518"
"130020027","","13","Hidalgo","Hgo.","002","Acaxochitlán","0027","Canales","R","20°12´20.942"N","098°16´01.884"W","20.20581700","-98.26718900","2151","F14D83","297","146","151","72"
"130020028","","13","Hidalgo","Hgo.","002","Acaxochitlán","0028","Chimalapa","R","20°11´17.435"N","098°09´35.526"W","20.18817600","-98.15986800","2046","F14D83","2217","1041","1176","424"
"130020029","","13","Hidalgo","Hgo.","002","Acaxochitlán","0029","Montemar","R","20°08´42.995"N","098°08´28.460"W","20.14527600","-98.14123900","2160","F14D83","329","150","179","74"
"130020030","","13","Hidalgo","Hgo.","002","Acaxochitlán","0030","Buena Vista","R","20°10´41.407"N","098°08´06.464"W","20.17816800","-98.13512900","2139","F14D83","196","88","108","41"
"130020031","","13","Hidalgo","Hgo.","002","Acaxochitlán","0031","El Tejocotal","R","20°08´23.255"N","098°07´33.557"W","20.13979300","-98.12598700","2130","F14D83","810","370","440","201"
"130020032","","13","Hidalgo","Hgo.","002","Acaxochitlán","0032","Zotictla","R","20°13´37.700"N","098°09´50.982"W","20.22713800","-98.16416200","1784","F14D83","299","138","161","75"
"130020034","","13","Hidalgo","Hgo.","002","Acaxochitlán","0034","San Martín","R","20°11´20.517"N","098°17´10.469"W","20.18903200","-98.28624100","2148","F14D83","115","60","55","26"
"130020036","","13","Hidalgo","Hgo.","002","Acaxochitlán","0036","Ejido Techachalco","R","20°10´51.416"N","098°15´58.051"W","20.18094800","-98.26612500","2186","F14D83","296","144","152","66"
"130020037","","13","Hidalgo","Hgo.","002","Acaxochitlán","0037","El Vado","R","20°08´23.143"N","098°08´49.047"W","20.13976200","-98.14695700","2130","F14D83","40","16","24","7"
"130020039","","13","Hidalgo","Hgo.","002","Acaxochitlán","0039","Coyametepec","R","20°06´54.270"N","098°11´47.994"W","20.11507500","-98.19666500","2326","F14D83","784","387","397","155"
"130020040","","13","Hidalgo","Hgo.","002","Acaxochitlán","0040","Loma Linda","R","20°08´46.059"N","098°14´20.059"W","20.14612700","-98.23890500","2341","F14D83","58","32","26","16"
"130020041","","13","Hidalgo","Hgo.","002","Acaxochitlán","0041","San Fernando","R","20°08´21.410"N","098°06´32.196"W","20.13928000","-98.10894300","2073","F14D83","99","48","51","22"
"130020042","","13","Hidalgo","Hgo.","002","Acaxochitlán","0042","Ejido Santa Catarina","R","20°07´41.409"N","098°06´39.175"W","20.12816900","-98.11088200","2106","F14D83","93","44","49","22"
"130020044","","13","Hidalgo","Hgo.","002","Acaxochitlán","0044","Tlatempa","R","20°09´45.817"N","098°12´21.213"W","20.16272700","-98.20589300","2196","F14D83","276","120","156","62"
"130020045","","13","Hidalgo","Hgo.","002","Acaxochitlán","0045","Tlatzintla","R","20°09´25.257"N","098°11´38.612"W","20.15701600","-98.19405900","2238","F14D83","765","360","405","185"
"130020046","","13","Hidalgo","Hgo.","002","Acaxochitlán","0046","Alpinagua","R","20°12´02.122"N","098°11´25.961"W","20.20058900","-98.19054400","2164","F14D83","44","26","18","7"
"130020047","","13","Hidalgo","Hgo.","002","Acaxochitlán","0047","Atezcapa","R","20°11´36.008"N","098°11´24.473"W","20.19333500","-98.19013100","2157","F14D83","255","116","139","50"
"130020049","","13","Hidalgo","Hgo.","002","Acaxochitlán","0049","Ejido de Tepepa (Santa Félix)","R","20°06´35.020"N","098°08´33.945"W","20.10972800","-98.14276200","2176","F14D83","198","90","108","47"
"130020050","","13","Hidalgo","Hgo.","002","Acaxochitlán","0050","Ocotenco","R","20°12´23.905"N","098°11´48.674"W","20.20664000","-98.19685400","2180","F14D83","272","124","148","57"
"130020051","","13","Hidalgo","Hgo.","002","Acaxochitlán","0051","Parada 170","R","20°08´27.468"N","098°10´19.427"W","20.14096300","-98.17206200","2171","F14D83","59","31","28","15"
"130020052","","13","Hidalgo","Hgo.","002","Acaxochitlán","0052","El Valle","R","20°11´18.079"N","098°13´12.780"W","20.18835500","-98.22021600","2271","F14D83","107","48","59","22"
"130020053","","13","Hidalgo","Hgo.","002","Acaxochitlán","0053","Cuautenco","R","20°08´30.364"N","098°09´23.669"W","20.14176700","-98.15657500","2138","F14D83","9","*","*","2"
"130020054","","13","Hidalgo","Hgo.","002","Acaxochitlán","0054","Ejido Tlamimilolpa","R","20°06´13.610"N","098°14´35.567"W","20.10378100","-98.24321300","2454","F14D83","90","42","48","20"
"130020055","","13","Hidalgo","Hgo.","002","Acaxochitlán","0055","El Álamo","R","20°09´25.962"N","098°10´40.354"W","20.15721200","-98.17787500","2199","F14D83","0","0","0","0"
"130020056","","13","Hidalgo","Hgo.","002","Acaxochitlán","0056","Paredones Huitzilingo","R","20°08´26.432"N","098°09´04.966"W","20.14067500","-98.15137900","2141","F14D83","0","0","0","0"
"130020057","","13","Hidalgo","Hgo.","002","Acaxochitlán","0057","Nepopoalco","R","20°10´47.459"N","098°10´38.913"W","20.17984900","-98.17747500","2041","F14D83","0","0","0","0"
"130020058","","13","Hidalgo","Hgo.","002","Acaxochitlán","0058","El Puente","R","20°11´18.000"N","098°12´24.000"W","20.18833300","-98.20666700","2195","F14D83","4","*","*","1"
"130020059","","13","Hidalgo","Hgo.","002","Acaxochitlán","0059","El Crucero","R","20°11´27.757"N","098°12´42.463"W","20.19104300","-98.21179500","2223","F14D83","62","29","33","12"
"130020061","","13","Hidalgo","Hgo.","002","Acaxochitlán","0061","Loma Bonita","R","20°05´22.698"N","098°16´04.948"W","20.08963800","-98.26804000","2660","F14D83","86","49","37","21"
"130020062","","13","Hidalgo","Hgo.","002","Acaxochitlán","0062","Nuevo San Juan","R","20°10´03.087"N","098°09´42.682"W","20.16752400","-98.16185600","2188","F14D83","177","84","93","42"
"130020063","","13","Hidalgo","Hgo.","002","Acaxochitlán","0063","Agua Chiquila","R","20°10´29.000"N","098°08´44.000"W","20.17472200","-98.14555500","2094","F14D83","0","0","0","0"
"130020064","","13","Hidalgo","Hgo.","002","Acaxochitlán","0064","Capoltitla","R","20°12´48.882"N","098°11´41.363"W","20.21357800","-98.19482300","2181","F14D83","9","3","6","4"
"130020065","","13","Hidalgo","Hgo.","002","Acaxochitlán","0065","La Cumbre de Santa Catarina","R","20°14´25.018"N","098°11´32.783"W","20.24028200","-98.19243900","2118","F14D83","68","34","34","16"
"130020066","","13","Hidalgo","Hgo.","002","Acaxochitlán","0066","El Lindero","R","20°12´00.923"N","098°14´57.850"W","20.20025600","-98.24940200","2259","F14D83","443","204","239","88"
"130020067","","13","Hidalgo","Hgo.","002","Acaxochitlán","0067","Meztolotla","R","20°11´27.302"N","098°11´55.056"W","20.19091700","-98.19862600","2199","F14D83","85","36","49","19"
"130020068","","13","Hidalgo","Hgo.","002","Acaxochitlán","0068","Las Palomas","R","20°10´29.387"N","098°09´16.976"W","20.17482900","-98.15471600","2122","F14D83","0","0","0","0"
"130020069","","13","Hidalgo","Hgo.","002","Acaxochitlán","0069","Otontepec","R","20°10´09.000"N","098°16´44.000"W","20.16916600","-98.27888800","2180","F14D83","304","152","152","78"
"130020070","","13","Hidalgo","Hgo.","002","Acaxochitlán","0070","Apapaxtla el Chico","R","20°05´57.353"N","098°09´06.033"W","20.09926400","-98.15167600","2193","F14D83","188","88","100","52"
"130020071","","13","Hidalgo","Hgo.","002","Acaxochitlán","0071","El Canal","R","20°06´55.009"N","098°07´59.676"W","20.11528000","-98.13324300","2140","F14D83","179","86","93","35"
"130020072","","13","Hidalgo","Hgo.","002","Acaxochitlán","0072","San Andrés","R","20°07´18.800"N","098°07´53.760"W","20.12188800","-98.13159900","2144","F14D83","336","158","178","79"
"130030001","","13","Hidalgo","Hgo.","003","Actopan","0001","Actopan","U","20°16´08.709"N","098°56´34.442"W","20.26908500","-98.94290000","2001","F14D71","32276","15262","17014","8687"
"130030002","","13","Hidalgo","Hgo.","003","Actopan","0002","Benito Juárez","R","20°21´45.824"N","098°49´54.101"W","20.36272900","-98.83169400","2158","F14D71","35","17","18","15"
"130030003","","13","Hidalgo","Hgo.","003","Actopan","0003","Bothi Baji","R","20°14´33.385"N","098°56´46.493"W","20.24260700","-98.94624800","1989","F14D81","698","345","353","198"
"130030004","","13","Hidalgo","Hgo.","003","Actopan","0004","Boxaxni","R","20°20´43.199"N","098°56´40.155"W","20.34533300","-98.94448700","2072","F14D71","1543","731","812","433"
"130030005","","13","Hidalgo","Hgo.","003","Actopan","0005","El Boxtha","U","20°15´37.555"N","098°58´27.492"W","20.26043200","-98.97430300","1965","F14D71","3034","1498","1536","761"
"130030006","","13","Hidalgo","Hgo.","003","Actopan","0006","San Diego Canguihuindo","R","20°17´40.036"N","098°54´11.517"W","20.29445400","-98.90319900","2085","F14D71","417","206","211","108"
"130030007","","13","Hidalgo","Hgo.","003","Actopan","0007","Cañada Chica Antigua","R","20°18´18.402"N","098°57´02.037"W","20.30511200","-98.95056600","2021","F14D71","913","428","485","255"
"130030009","","13","Hidalgo","Hgo.","003","Actopan","0009","Cuauhtémoc [Colonia]","R","20°12´40.968"N","098°57´53.097"W","20.21138000","-98.96474900","2035","F14D81","1879","881","998","453"
"130030010","","13","Hidalgo","Hgo.","003","Actopan","0010","Chicavasco","U","20°11´48.882"N","098°57´18.137"W","20.19691100","-98.95503800","2066","F14D81","3484","1697","1787","936"
"130030011","","13","Hidalgo","Hgo.","003","Actopan","0011","Dajiedhi","R","20°18´46.028"N","098°56´24.797"W","20.31278600","-98.94022100","2050","F14D71","2418","1140","1278","639"
"130030012","","13","Hidalgo","Hgo.","003","Actopan","0012","El Daxtha","U","20°16´49.195"N","098°58´45.981"W","20.28033100","-98.97943900","1960","F14D71","2754","1319","1435","711"
"130030013","","13","Hidalgo","Hgo.","003","Actopan","0013","La Estancia","R","20°19´00.690"N","098°54´13.891"W","20.31685800","-98.90385900","2133","F14D71","1715","823","892","475"
"130030014","","13","Hidalgo","Hgo.","003","Actopan","0014","El Huaxtho","U","20°14´04.525"N","098°57´44.985"W","20.23459000","-98.96249600","1994","F14D81","3131","1488","1643","799"
"130030015","","13","Hidalgo","Hgo.","003","Actopan","0015","La Loma","R","20°15´25.058"N","098°55´59.039"W","20.25696100","-98.93306600","2007","F14D71","1209","578","631","341"
"130030016","","13","Hidalgo","Hgo.","003","Actopan","0016","Santa María Magdalena","R","20°17´50.064"N","098°51´31.023"W","20.29724000","-98.85861800","2404","F14D71","360","169","191","96"
"130030017","","13","Hidalgo","Hgo.","003","Actopan","0017","Las Mecas","R","20°22´38.725"N","098°54´07.478"W","20.37742300","-98.90207700","2033","F14D71","136","70","66","42"
"130030018","","13","Hidalgo","Hgo.","003","Actopan","0018","Mesa Chica","R","20°18´17.304"N","098°48´04.747"W","20.30480700","-98.80131900","1981","F14D71","28","10","18","10"
"130030019","","13","Hidalgo","Hgo.","003","Actopan","0019","El Palomo","R","20°14´42.267"N","098°56´28.648"W","20.24507400","-98.94129100","1980","F14D81","488","225","263","126"
"130030020","","13","Hidalgo","Hgo.","003","Actopan","0020","La Peña","R","20°16´09.414"N","098°55´14.100"W","20.26928100","-98.92058300","2018","F14D71","1122","551","571","295"
"130030021","","13","Hidalgo","Hgo.","003","Actopan","0021","Plomosas","R","20°20´13.391"N","098°51´41.947"W","20.33705300","-98.86165200","2326","F14D71","169","80","89","52"
"130030023","","13","Hidalgo","Hgo.","003","Actopan","0023","San Andrés Tianguistengo","R","20°16´09.000"N","098°50´58.000"W","20.26916600","-98.84944400","2419","F14D71","663","315","348","168"
"130030024","","13","Hidalgo","Hgo.","003","Actopan","0024","Saucillo","R","20°21´03.089"N","098°53´03.662"W","20.35085800","-98.88435000","2153","F14D71","269","128","141","78"
"130030025","","13","Hidalgo","Hgo.","003","Actopan","0025","La Quinta","R","20°14´54.000"N","098°56´59.000"W","20.24833300","-98.94972200","1979","F14D81","0","0","0","0"
"130030026","","13","Hidalgo","Hgo.","003","Actopan","0026","Xideje","R","20°19´47.115"N","098°55´23.305"W","20.32975400","-98.92314000","2154","F14D71","306","150","156","79"
