CVEGEO,Estatus,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,AMBITO,LATITUD,LONGITUD,LAT_DECIMAL,LON_DECIMAL,ALTITUD,CVE_CARTA,POB_TOTAL,POB_MASCULINA,POB_FEMENINA,TOTAL DE VIVIENDAS HABITADAS
"130300033","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0033","El Olivo","R","20°36´30.459"N","099°10´49.673"W","20.60846100","-99.18046400","2070","F14C69","385","184","201","102"
"130300034","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0034","Orizabita","R","20°34´59.211"N","099°12´31.570"W","20.58311400","-99.20876900","1911","F14C69","1230","577","653","338"
"130300035","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0035","Panales","U","20°28´08.372"N","099°16´03.742"W","20.46899200","-99.26770500","1762","F14C79","3742","1770","1972","962"
"130300036","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0036","La Pechuga","R","20°41´15.695"N","099°15´02.688"W","20.68769300","-99.25074700","2003","F14C69","223","98","125","66"
"130300038","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0038","Pueblo Nuevo","R","20°27´31.200"N","099°09´36.262"W","20.45866700","-99.16007300","1769","F14C79","1560","756","804","390"
"130300039","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0039","El Puerto Dexthi","R","20°33´36.136"N","099°15´32.294"W","20.56003800","-99.25897100","1758","F14C69","510","238","272","139"
"130300041","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0041","Los Remedios","R","20°32´22.515"N","099°12´14.617"W","20.53958700","-99.20406000","1760","F14C69","798","355","443","209"
"130300042","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0042","San Andrés Orizabita","R","20°34´34.777"N","099°10´59.926"W","20.57632600","-99.18331200","1858","F14C69","582","265","317","143"
"130300043","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0043","San Juanico","R","20°32´05.877"N","099°14´34.368"W","20.53496600","-99.24288000","1681","F14C69","845","419","426","252"
"130300046","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0046","El Tablón","R","20°25´08.081"N","099°11´18.898"W","20.41891100","-99.18858200","1892","F14C79","720","335","385","194"
"130300047","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0047","Taxadho","R","20°26´02.172"N","099°08´58.270"W","20.43393600","-99.14951900","1799","F14C79","1639","786","853","433"
"130300048","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0048","El Tephé","U","20°26´41.299"N","099°10´15.468"W","20.44480500","-99.17096300","1753","F14C79","3382","1561","1821","842"
"130300049","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0049","Agua Florida","R","20°40´41.890"N","099°12´01.927"W","20.67830200","-99.20053500","2651","F14C69","153","70","83","36"
"130300050","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0050","Cañada Chica","R","20°24´48.974"N","099°09´24.277"W","20.41360400","-99.15674400","1823","F14C79","809","391","418","205"
"130300051","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0051","Chalmita","R","20°36´38.288"N","099°09´50.845"W","20.61063600","-99.16412400","2004","F14C69","206","105","101","43"
"130300052","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0052","El Dezha","R","20°41´10.755"N","099°10´46.469"W","20.68632100","-99.17957400","2519","F14C69","66","28","38","12"
"130300053","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0053","El Durazno","R","20°31´47.167"N","099°13´08.522"W","20.52976800","-99.21903300","1741","F14C69","889","427","462","240"
"130300055","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0055","Jahuey Capula","R","20°29´56.174"N","099°08´51.871"W","20.49893700","-99.14774200","1778","F14C79","660","324","336","175"
"130300056","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0056","El Manantial","R","20°39´48.663"N","099°11´54.646"W","20.66351800","-99.19851200","2653","F14C69","163","79","84","47"
"130300057","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0057","El Meje","R","20°38´31.718"N","099°13´52.885"W","20.64214400","-99.23135600","2470","F14C69","133","72","61","26"
"130300058","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0058","Naxthéy","R","20°36´14.968"N","099°14´15.574"W","20.60415800","-99.23765900","2140","F14C69","97","47","50","30"
"130300059","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0059","Ojuelos","R","20°41´23.979"N","099°16´08.819"W","20.68999400","-99.26911600","2467","F14C69","27","14","13","9"
"130300061","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0061","La Palma","R","20°33´34.365"N","099°13´48.483"W","20.55954600","-99.23013400","1780","F14C69","301","141","160","87"
"130300062","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0062","San Pedro Capula","R","20°30´47.181"N","099°09´22.474"W","20.51310600","-99.15624300","1747","F14C69","546","253","293","138"
"130300063","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0063","Quixpedhe","R","20°33´55.577"N","099°09´04.373"W","20.56543800","-99.15121500","1866","F14C69","368","175","193","92"
"130300064","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0064","El Ustheje","R","20°35´37.166"N","099°15´43.358"W","20.59365700","-99.26204400","2053","F14C69","120","55","65","35"
"130300065","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0065","Samayoa [Colonia]","R","20°31´38.857"N","099°12´35.354"W","20.52746000","-99.20982100","1725","F14C69","80","37","43","25"
"130300066","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0066","El Barrido","R","20°27´02.259"N","099°11´27.549"W","20.45062800","-99.19098600","1760","F14C79","1463","686","777","397"
"130300067","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0067","Cantinela","R","20°27´20.292"N","099°12´43.601"W","20.45563700","-99.21211100","1741","F14C79","1531","722","809","394"
"130300069","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0069","La Loma de la Cruz","R","20°28´52.885"N","099°10´44.025"W","20.48135600","-99.17889500","1742","F14C79","509","230","279","137"
"130300075","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0075","El Deca","R","20°28´40.483"N","099°16´45.395"W","20.47791100","-99.27927600","1749","F14C79","612","289","323","164"
"130300096","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0096","Ex-Hacienda de Ocotza","R","20°25´27.264"N","099°05´45.526"W","20.42423900","-99.09597900","1895","F14C79","580","269","311","138"
"130300097","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0097","General Felipe Ángeles [Colonia]","R","20°29´52.511"N","099°11´41.307"W","20.49791900","-99.19480700","1760","F14C79","1216","570","646","340"
"130300099","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0099","Botenguedho","R","20°28´55.546"N","099°11´43.375"W","20.48209500","-99.19538200","1725","F14C79","850","402","448","234"
"130300100","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0100","Ex-Hacienda Debodhe","R","20°31´41.915"N","099°07´28.749"W","20.52830900","-99.12465200","1774","F14C69","405","188","217","118"
"130300101","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0101","Lázaro Cárdenas (El Internado) [Colonia]","R","20°31´57.745"N","099°12´50.697"W","20.53270600","-99.21408300","1740","F14C69","567","269","298","159"
"130300102","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0102","La Loma Pueblo Nuevo","R","20°28´03.440"N","099°09´19.083"W","20.46762200","-99.15530100","1777","F14C79","400","197","203","98"
"130300103","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0103","La Loma Julián Villagrán","R","20°24´30.125"N","099°06´13.796"W","20.40836800","-99.10383200","1914","F14C79","1427","678","749","330"
"130300104","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0104","La Loma López Rayón","R","20°29´39.808"N","099°15´23.435"W","20.49439100","-99.25651000","1700","F14C79","408","176","232","95"
"130300105","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0105","López Flores","R","20°32´40.586"N","099°08´57.858"W","20.54460700","-99.14940500","1787","F14C69","167","68","99","48"
"130300107","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0107","La Palma","R","20°38´28.345"N","099°15´15.082"W","20.64120700","-99.25418900","2407","F14C69","84","45","39","29"
"130300108","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0108","Taxthó","R","20°37´01.429"N","099°12´18.653"W","20.61706300","-99.20518100","2124","F14C69","210","92","118","47"
"130300109","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0109","Xaxny","R","20°36´44.555"N","099°14´14.884"W","20.61237600","-99.23746700","2168","F14C69","23","12","11","6"
"130300110","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0110","El Boye","R","20°36´54.492"N","099°11´36.923"W","20.61513700","-99.19358900","2041","F14C69","207","101","106","46"
"130300111","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0111","Las Emes","R","20°38´09.505"N","099°13´27.696"W","20.63597300","-99.22435900","2455","F14C69","29","12","17","9"
"130300112","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0112","Huapilla","R","20°30´13.000"N","099°08´49.000"W","20.50361100","-99.14694400","1767","F14C69","191","93","98","48"
"130300113","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0113","La Huerta Capula","R","20°29´53.366"N","099°07´04.510"W","20.49815700","-99.11791900","1785","F14C79","442","190","252","127"
"130300114","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0114","La Loma","R","20°30´02.873"N","099°07´59.900"W","20.50079800","-99.13330500","1780","F14C69","82","39","43","25"
"130300115","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0115","Milpa Grande","R","20°31´10.947"N","099°07´15.664"W","20.51970700","-99.12101700","1767","F14C69","11","*","*","2"
"130300116","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0116","El Nandho","R","20°37´28.908"N","099°12´49.114"W","20.62469600","-99.21364300","2194","F14C69","120","68","52","30"
"130300117","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0117","El Nogal","R","20°39´51.301"N","099°10´45.268"W","20.66425000","-99.17924000","2510","F14C69","149","68","81","37"
"130300118","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0118","Paredes","R","20°30´14.699"N","099°07´48.844"W","20.50408300","-99.13023400","1775","F14C69","273","143","130","71"
"130300119","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0119","Los Pinos","R","20°31´24.736"N","099°11´24.086"W","20.52353700","-99.19002400","1724","F14C69","281","136","145","77"
"130300120","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0120","La Presa","R","20°30´42.921"N","099°08´25.752"W","20.51192300","-99.14048600","1761","F14C69","95","48","47","32"
"130300121","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0121","El Valante","R","20°27´59.873"N","099°11´17.386"W","20.46663100","-99.18816200","1720","F14C79","482","234","248","143"
"130300122","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0122","Vázquez","R","20°32´02.660"N","099°10´06.299"W","20.53407200","-99.16841600","1761","F14C69","353","166","187","95"
"130300123","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0123","Pozo el Mirador","R","20°32´06.592"N","099°11´30.174"W","20.53516400","-99.19171500","1756","F14C69","269","131","138","71"
"130300124","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0124","El Botho (El Botho el Espíritu)","R","20°38´07.682"N","099°09´46.213"W","20.63546700","-99.16283700","2160","F14C69","74","44","30","23"
"130300125","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0125","El Mirador Capula","R","20°29´59.473"N","099°09´38.592"W","20.49985300","-99.16072000","1821","F14C79","613","291","322","155"
"130300126","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0126","Álamo","R","20°39´51.027"N","099°15´59.757"W","20.66417400","-99.26659900","2721","F14C69","42","20","22","11"
"130300127","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0127","El Bojay","R","20°34´33.860"N","099°16´15.055"W","20.57607200","-99.27084800","1848","F14C69","53","25","28","19"
"130300129","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0129","Los Cruces [Colonia]","R","20°32´53.530"N","099°12´37.113"W","20.54820200","-99.21030900","1782","F14C69","138","69","69","36"
"130300130","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0130","Gastejhe","R","20°33´14.402"N","099°12´04.552"W","20.55400100","-99.20126400","1810","F14C69","14","6","8","4"
"130300131","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0131","Huacri de la Paz","R","20°40´51.384"N","099°11´43.962"W","20.68093900","-99.19554500","2530","F14C69","70","33","37","17"
"130300132","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0132","Villa de la Paz","R","20°35´32.133"N","099°12´10.245"W","20.59225900","-99.20284600","1928","F14C69","366","201","165","95"
"130300133","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0133","Vista Hermosa","R","20°32´44.782"N","099°11´26.042"W","20.54577200","-99.19056700","1783","F14C69","120","54","66","29"
"130300134","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0134","El Carrizal","R","20°29´56.822"N","099°12´16.583"W","20.49911700","-99.20460600","1700","F14C79","1169","552","617","300"
"130300135","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0135","Manzana Cerritos","R","20°30´33.375"N","099°12´29.809"W","20.50927100","-99.20828000","1734","F14C69","535","257","278","148"
"130300136","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0136","Loma de San Pedro de Remedios (La Loma)","R","20°30´57.003"N","099°12´12.764"W","20.51583400","-99.20354600","1732","F14C69","167","74","93","50"
"130300137","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0137","Santa Ana (Barrio de Progreso)","R","20°29´17.226"N","099°14´14.768"W","20.48811800","-99.23743500","1700","F14C79","127","65","62","39"
"130300138","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0138","Arbolado","R","20°37´05.783"N","099°14´30.138"W","20.61827200","-99.24170500","2177","F14C69","13","5","8","3"
"130300139","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0139","El Rosario Capula","R","20°32´15.285"N","099°08´15.817"W","20.53757900","-99.13772700","1780","F14C69","119","54","65","30"
"130300140","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0140","Nixtejhé (San Juanico Nixtejhé)","R","20°33´00.048"N","099°13´55.861"W","20.55001300","-99.23218300","1737","F14C69","22","11","11","8"
"130300141","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0141","Manzanillo","R","20°41´32.390"N","099°11´17.154"W","20.69233000","-99.18809800","2222","F14C69","28","16","12","7"
"130300142","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0142","La Libertad [Colonia]","R","20°30´04.414"N","099°11´16.415"W","20.50122600","-99.18789300","1760","F14C69","558","253","305","158"
"130300143","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0143","Colonia Independencia","R","20°23´35.482"N","099°05´27.017"W","20.39318900","-99.09083800","1914","F14C79","186","91","95","49"
"130300144","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0144","Puerto Bangandhó","R","20°28´12.555"N","099°08´16.526"W","20.47015400","-99.13792400","1814","F14C79","515","254","261","124"
"130300145","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0145","Cerrito Capula","R","20°31´11.472"N","099°06´49.170"W","20.51985300","-99.11365800","1788","F14C69","185","93","92","50"
"130300146","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0146","Colonia del Valle Remedios","R","20°30´43.146"N","099°11´30.995"W","20.51198500","-99.19194300","1746","F14C69","211","99","112","55"
"130300147","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0147","Los Martínez","R","20°32´47.044"N","099°13´30.730"W","20.54640100","-99.22520200","1742","F14C69","58","30","28","11"
"130300148","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0148","La Mesa López Rayón","R","20°29´14.892"N","099°15´33.174"W","20.48747000","-99.25921500","1752","F14C79","94","48","46","28"
"130300149","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0149","El Mezquite","R","20°30´34.778"N","099°09´45.065"W","20.50966100","-99.16251800","1747","F14C69","119","51","68","27"
"130300150","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0150","Ejido Jagüey de Vázquez Capula","R","20°31´26.208"N","099°09´13.887"W","20.52394600","-99.15385800","1745","F14C69","197","93","104","53"
"130300151","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0151","Ejido Maguey Blanco","R","20°24´40.030"N","099°07´18.410"W","20.41111900","-99.12178000","1962","F14C79","3","*","*","1"
"130300152","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0152","Felipe Ángeles Julián Villagrán","R","20°23´26.634"N","099°06´41.622"W","20.39073100","-99.11156200","1959","F14C79","320","153","167","90"
"130300153","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0153","La Joya [Colonia]","R","20°29´32.811"N","099°10´57.790"W","20.49244700","-99.18271900","1745","F14C79","274","121","153","75"
"130300154","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0154","Miguel Hidalgo [Colonia]","R","20°28´21.497"N","099°12´06.116"W","20.47263700","-99.20169900","1708","F14C79","344","152","192","105"
"130300155","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0155","El Boxaxni [Rancho]","R","20°30´39.160"N","099°14´57.000"W","20.51087800","-99.24916600","1680","F14C69","1","*","*","1"
"130300156","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0156","La Herradura [Rancho]","R","20°31´10.580"N","099°14´45.380"W","20.51960500","-99.24593900","1680","F14C69","5","*","*","1"
"130300157","","13","Hidalgo","Hgo.","030","Ixmiquilpan","0157","El Triángulo Dorado Capula","R","20°31´20.948"N","099°08´10.397"W","20.52248500","-99.13622100","1755","F14C69","-","-","-","-"
"130310001","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0001","Jacala","U","21°00´29.867"N","099°11´18.848"W","21.00829600","-99.18856900","1333","F14C49","4582","2156","2426","1324"
"130310003","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0003","Agua Fría Grande","R","20°58´40.481"N","099°12´45.101"W","20.97791100","-99.21252800","1420","F14C59","101","38","63","27"
"130310005","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0005","Barranca Arriba","R","20°56´24.122"N","099°10´54.204"W","20.94003400","-99.18172300","1171","F14C59","62","33","29","19"
"130310007","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0007","El Carrizal","R","20°53´04.647"N","099°07´27.807"W","20.88462400","-99.12439000","1136","F14C59","192","90","102","60"
"130310008","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0008","El Cedral","R","20°54´18.660"N","099°11´57.815"W","20.90518300","-99.19939300","2246","F14C59","6","5","1","4"
"130310009","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0009","Coñecito","R","21°02´29.736"N","099°07´25.428"W","21.04159300","-99.12372900","1439","F14C49","509","228","281","160"
"130310010","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0010","Cuesta Colorada","R","21°01´33.601"N","099°07´01.817"W","21.02600000","-99.11717100","1622","F14C49","627","293","334","204"
"130310011","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0011","Los Duraznos","R","21°04´19.771"N","099°08´04.242"W","21.07215800","-99.13451100","1683","F14C49","478","238","240","165"
"130310013","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0013","Hilojuanico","R","21°01´46.568"N","099°13´18.330"W","21.02960200","-99.22175800","1260","F14C49","54","23","31","16"
"130310014","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0014","Los Hoyos","R","20°59´19.854"N","099°13´14.426"W","20.98884800","-99.22067300","1386","F14C59","194","102","92","63"
"130310015","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0015","José María Morelos","R","21°05´36.090"N","099°10´19.752"W","21.09335800","-99.17215300","1634","F14C49","189","98","91","55"
"130310016","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0016","Laguna Seca","R","21°04´30.009"N","099°10´32.580"W","21.07500200","-99.17571600","1559","F14C49","254","127","127","93"
"130310017","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0017","Llanitos","R","20°54´59.078"N","099°08´32.628"W","20.91641100","-99.14239600","1296","F14C59","42","22","20","14"
"130310018","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0018","La Mohonera (La Colmena)","R","20°56´46.391"N","099°05´02.182"W","20.94621900","-99.08393900","692","F14C59","4","*","*","1"
"130310019","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0019","Mesa de la Cebada","R","20°53´44.145"N","099°11´14.006"W","20.89559600","-99.18722400","2287","F14C59","110","53","57","27"
"130310020","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0020","Minas Viejas","R","20°55´25.202"N","099°12´28.697"W","20.92366700","-99.20797100","1913","F14C59","137","66","71","38"
"130310021","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0021","La Mora","R","20°58´34.270"N","099°04´11.897"W","20.97618500","-99.06997100","1563","F14C59","110","58","52","40"
"130310022","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0022","Octupilla","R","20°54´17.719"N","099°07´45.554"W","20.90492200","-99.12932000","1144","F14C59","156","73","83","47"
"130310023","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0023","La Palma","R","20°52´36.923"N","099°03´47.951"W","20.87692200","-99.06332000","699","F14C59","601","296","305","186"
"130310024","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0024","Palos Pintados","R","20°59´42.222"N","099°05´13.007"W","20.99506100","-99.08694600","1513","F14C59","95","47","48","36"
"130310025","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0025","Peña Blanca","R","20°53´52.190"N","099°10´05.016"W","20.89783000","-99.16805900","1812","F14C59","0","0","0","0"
"130310027","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0027","El Pinalito","R","21°01´22.909"N","099°09´51.316"W","21.02303000","-99.16425400","1644","F14C49","641","302","339","204"
"130310028","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0028","Plomosas","R","20°54´50.931"N","099°10´13.803"W","20.91414800","-99.17050000","1684","F14C59","529","265","264","147"
"130310029","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0029","Quetzalapa","R","20°51´26.421"N","099°02´42.206"W","20.85733900","-99.04505700","741","F14C59","462","212","250","140"
"130310030","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0030","Rancho Nuevo","R","20°49´01.610"N","099°04´46.571"W","20.81711300","-99.07960200","1139","F14C59","27","13","14","9"
"130310031","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0031","El Refugio","R","20°54´39.876"N","099°09´14.483"W","20.91107700","-99.15402300","1246","F14C59","50","26","24","17"
"130310032","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0032","Rincón del Agua","R","20°56´24.182"N","099°11´33.139"W","20.94005000","-99.19253800","1460","F14C59","0","0","0","0"
"130310033","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0033","San Nicolás","R","20°56´45.057"N","099°09´53.128"W","20.94584900","-99.16475800","1027","F14C59","664","291","373","211"
"130310034","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0034","Santo Domingo","R","20°50´09.573"N","099°06´00.049"W","20.83599200","-99.10001400","802","F14C59","248","111","137","75"
"130310035","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0035","El Sótano","R","21°00´12.312"N","099°08´22.118"W","21.00342000","-99.13947700","1663","F14C49","64","31","33","19"
"130310037","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0037","Joya de Santa María","R","21°05´02.136"N","099°08´43.864"W","21.08392600","-99.14551700","1507","F14C49","41","20","21","12"
"130310038","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0038","Joya de las Águilas","R","21°03´11.906"N","099°09´42.259"W","21.05330700","-99.16173900","1794","F14C49","34","19","15","9"
"130310042","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0042","La Cañada","R","21°00´08.722"N","099°06´14.736"W","21.00242300","-99.10409300","1382","F14C49","2","*","*","1"
"130310043","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0043","Carrizalito","R","20°57´14.676"N","099°11´26.988"W","20.95407700","-99.19083000","1363","F14C59","43","20","23","9"
"130310044","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0044","Comatitlán","R","20°50´39.490"N","099°05´11.330"W","20.84430200","-99.08648000","741","F14C59","71","35","36","32"
"130310045","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0045","Vado Hondo","R","20°49´46.204"N","099°01´28.079"W","20.82950000","-99.02446600","711","F14C59","202","109","93","62"
"130310046","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0046","Puerto de la Zorra","R","21°01´29.238"N","099°07´59.282"W","21.02478800","-99.13313300","1693","F14C49","48","27","21","17"
"130310048","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0048","Agua Fría Chica","R","20°57´55.237"N","099°12´06.033"W","20.96534400","-99.20167600","1444","F14C59","302","147","155","98"
"130310049","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0049","El Arenal","R","20°58´51.397"N","099°05´03.139"W","20.98094300","-99.08420500","1246","F14C59","0","0","0","0"
"130310051","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0051","Oteros","R","21°01´37.896"N","099°11´08.070"W","21.02719300","-99.18557500","1685","F14C49","7","*","*","2"
"130310052","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0052","El Piñón","R","20°56´55.305"N","099°12´48.753"W","20.94869600","-99.21354300","1890","F14C59","13","*","*","1"
"130310053","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0053","El Calvario","R","21°01´02.017"N","099°11´30.236"W","21.01722600","-99.19173200","1499","F14C49","14","7","7","4"
"130310054","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0054","Puerto de Horcones","R","21°01´05.889"N","099°10´30.017"W","21.01830200","-99.17500400","1678","F14C49","196","94","102","62"
"130310056","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0056","La Sabinita","R","20°58´35.018"N","099°05´40.097"W","20.97639300","-99.09447100","1235","F14C59","0","0","0","0"
"130310059","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0059","El Macoque (La Mesa del Huizachal)","R","20°59´03.703"N","099°05´31.396"W","20.98436200","-99.09205400","1431","F14C59","1","*","*","1"
"130310062","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0062","Toribio","R","21°00´53.559"N","099°10´36.479"W","21.01487800","-99.17679900","1568","F14C49","8","*","*","1"
"130310063","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0063","El Aguaje","R","20°59´55.453"N","099°11´16.846"W","20.99873700","-99.18801200","1358","F14C59","25","13","12","9"
"130310064","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0064","Puerto el Rancho","R","20°56´37.378"N","099°12´02.521"W","20.94371600","-99.20070000","1812","F14C59","0","0","0","0"
"130310065","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0065","El Polvorín","R","21°01´09.369"N","099°11´51.188"W","21.01926900","-99.19755200","1373","F14C49","85","48","37","24"
"130310066","","13","Hidalgo","Hgo.","031","Jacala de Ledezma","0066","Los Frijoles (Jacarandas) [Rancho]","R","21°00´32.080"N","099°12´02.687"W","21.00891100","-99.20074600","1309","F14C49","8","4","4","3"
"130320001","","13","Hidalgo","Hgo.","032","Jaltocán","0001","Jaltocán","U","21°07´59.275"N","098°32´17.966"W","21.13313100","-98.53832400","201","F14D42","5919","2787","3132","1520"
"130320002","","13","Hidalgo","Hgo.","032","Jaltocán","0002","Amáxac I","R","21°08´10.298"N","098°30´23.814"W","21.13619400","-98.50661500","194","F14D42","269","120","149","77"
